stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
x3beGYEW,Prashanth Nagar-Shivam Road,Prashanth Nagar-Shivam Road,17.401005200051014,78.51366512766099,PRASHANTH NAGAR-SHIVAM twd SaroorNagar
g5XKqJft,Syndicate Bank Shivam,Syndicate Bank Shivam,17.3971598530292,78.5121288989435,SYNDICATE BANK twd 6 No X Road
JYcbaciy,6 Number,6 Number,17.391366667968345,78.51098768413068,6 NUMBER twd Uppal
h3dUxOt7,Gol Naka,Gol Naka,17.39058026336288,78.50635080539323,GOLNAKA twd Uppal
aL1OO4GH,Ali Cafe Amberpet,Ali Cafe Amberpet,17.382256143474176,78.51830407790406,ALICAFE twd Dilshuknagar
t67QNigB,Sripuram Colony,Sripuram Colony,17.376192232301335,78.51477561853055,SRIPURAM COLONY twd Dilshuknagar
waBGSFEW,Moosarambhagh,Moosarambhagh,17.370721533171178,78.51500093552596,MUSARAMBAGH twd Dilshuknagar
z4qkq5ED,Kothapet X Road,Kothapet X Road,17.368356464152875,78.53832005925486,KOTHAPET twd Nagole
8ayey0mt,Kothapet X Road,Kothapet X Road,17.368062004757,78.53807865982121,KOTHAPET twd MGBS
qWSDfInu,Amberpet,Amberpet,17.392241,78.516642,AMBERPET twd Uppal
syDcjL17,New Bridge,New Bridge,17.439378,78.525373,NEW BRIDGE twd Secunderabad Rly station
WQ4ePWfA,Telangana High Court,Telangana High Court,17.370175,78.474051,TELANGANA HIGH COURT twd CBS
5Kopb4TD,Afzalgunj,Afzalgunj,17.373,78.477,AFZALGUNJ twd Charminar
P7gQUU8q,Cbs,Cbs,17.3778530498046,78.48192815987304,CBS twd Afzalgunj
FAh6nlSi,Punjagutta,Punjagutta,17.42710471309943,78.45211654901506,PUNJAGUTTA twd Miyapur
Q2roBGmK,Habib Nagar,Habib Nagar,17.47748242,78.42059523,HABIB NAGAR twd Miyapur
YkeBNOUj,Govt Degree College Kukatpally,Govt Degree College Kukatpally,17.48175519,78.41551512,GOVERNMENT Degree College twd Patancheruvu
yUx0geRd,Ramdev Rao Hospital,Ramdev Rao Hospital,17.489894025922165,78.40799689214867,RAMDEV RAO HOSPITAL twd Patancheruvu
8Fs7ywsy,Vasanth Nagar Bus Stop,Vasanth Nagar Bus Stop,17.498712,78.386862,VASANTH NGR BUS STOP twd Patancheruvu
Cp59Yb6X,Deepthi Sri Nagar,Deepthi Sri Nagar,17.494731,78.345525,DEEPTHI SRI NAGAR twd Patancheruvu
Fyjq1kdg,Allwyn,Allwyn,17.524761626125688,78.27171920538208,ALLWYN twd Patancheruvu
SQRaHPms,Patancheruvu,Patancheruvu,17.529541978009505,78.26410711375621,PATANCHERUVU twd Koti
5N6sI7Xj,Vivekananda Nagar Clny,Vivekananda Nagar Clny,17.486536,78.410808,VIVEKANANDNAGAR Colony  twd Koti
JMkWVQta,Punjagutta,Punjagutta,17.42642205664003,78.45273748126836,PUNJAGUTTA twd Koti
8ZLe57qP,Nampally Public Garden,Nampally Public Garden,17.3962160722698,78.4712742269039,PUBLIC GARDEN twd Gandhi Bavan
UzylZZpu,Gandhibavan,Gandhibavan,17.387777485332467,78.47198362566654,GANDHI Bhavan twd Afzalgunj
vgeabyCD,Osmangunj,Osmangunj,17.3805594457203,78.4752623230739,OSMANGUNJ twd Afzalgunj
7uS0TD0D,Afzalgunj,Afzalgunj,17.3738,78.478,AFZALGANJ CENTRAL LIBRARY twd CBS
OkZJgFnt,Cbs,Cbs,17.378225485539648,78.48167891152019,CBS
Q2gnLU7r,Cbcid Colony-Hydernagar,Cbcid Colony-Hydernagar,17.4989268162069,78.38025212287903,CBCID Colony twd Uppal
NwqcEy3z,Vasanth Nagar Bus Stop,Vasanth Nagar Bus Stop,17.49923794,78.3858737,VASANTH Nagar Bus Stop twd Koti
8F84QUv0,Remedy Hospital-Kuktplly,Remedy Hospital-Kuktplly,17.494976,78.398581,REMEDY HOSPITAL twd Miyapur
XmHNScZT,Habib Nagar,Habib Nagar,17.47799857,78.42047118,HABIB NAGAR twd JBS
27zhjgdJ,Nizam College,Nizam College,17.3974506871114,78.4754535458593,NIZAM College twd Afzal Gunj
JdUrmkif,Nalgonda X Roads,Nalgonda X Roads,17.375289,78.498622,NALGONDA X ROAD twd Dilshuknagar
JCZL3DCn,Old Malakpet,Old Malakpet,17.37334812132625,78.50423722183466,MALAKPET twd Dilsuknagar
UQ45gtbS,Moosarambhagh,Moosarambhagh,17.369514840774187,78.51676137047211,MOOSARAMBAGH twd Dilshuknagar
V75SK5uQ,Ngos Colony Bus Stop,Ngos Colony Bus Stop,17.32491204756872,78.56649398845335,NGOS Colony Bus Stop
HMwRapuL,Govt Hospital-Bn Reddy Nagar,Govt Hospital-Bn Reddy Nagar,17.32936219303593,78.56585159897807,GOVT HOSPITAL twd Panama
hMMnmHh4,Red Tank,Red Tank,17.329159976371727,78.56900453439397,RED TANK twd LB Nagar
vrnYxHIG,Banjara Hills Kaman,Banjara Hills Kaman,17.40828835679363,78.43872958694126,BANJARA Hills Kaman twd Kondapur
AGb9Nb0A,Vengal Rao Building Road No-12,Vengal Rao Building Road No-12,17.412,78.432,VENGALRAO Building twd Kondapur
f5ucfi9s,Mla Colony,Mla Colony,17.414103,78.424086,MLA COLONY twd Kondapur
EDUC3plA,Apollo Hospital-Jublie Hills,Apollo Hospital-Jublie Hills,17.41858264313416,78.41278198974994,APOLLO Hospital twd Kondapur
sHz79x1Y,Journalist Colony,Journalist Colony,17.42135706183527,78.41065225606238,JOURNALIST Colony twd Jublee Check Post
py4aHdMg,Road No 45,Road No 45,17.424704244375192,78.40919136999675,ROAD NO.45 twd Ambedkar university
zHKneATL,Peddamma Temple,Peddamma Temple,17.427571181131746,78.40541203530215,PEDDAMMA TEMPLE twd Ambedkar University
TJW89ejx,Ambedkar Open University,Ambedkar Open University,17.43422487736757,78.3963711479346,DR BR AMBEDKAR UNIVERSITY twd Madhapur
VpkEjYQG,Cable Bridge,Cable Bridge,17.435749097719064,78.39440345764162,CABLE Bridge twd Madhapur
YfdCrVG1,Madhapur Police Station,Madhapur Police Station,17.439457006975644,78.39601546650421,MADHAPUR PS twd Shilparamam
dfVfHiYS,Madhapur Petrol Pump,Madhapur Petrol Pump,17.441157642770374,78.38953256607057,MADHAPUR PETROL PUMP twd Image hospital
wvP3Epey,Image Hospital,Image Hospital,17.44635826786167,78.38500500963214,IMAGE HOSPITAL twd Kondapur
UqKAXjCm,Hitech City (Cyber Towers),Hitech City (Cyber Towers),17.4508,78.3817,HITECH CITY twd Kondapur
LRe7WRO9,Shilparamam,Shilparamam,17.45383621561363,78.37897940910047,SHILPARAMAM twd Kondapur
MfWzlWid,Hitex,Hitex,17.455461305725972,78.377545773983,HITEX twd Kondapur
GTXNIgnf,Jayabheri,Jayabheri,17.458138706147768,78.37000608444217,JAYABHERI twd Kondapur
GGNgPrOC,Kothaguda X Roads,Kothaguda X Roads,17.459356644845546,78.36604171514897,KOTHAGUDA X RD twd Kondapur
5yqYXf1E,Kondapur,Kondapur,17.465164655953025,78.36369752883913,KONDAPUR Terminal
Iki5lvGg,Kondapur,Kondapur,17.463916132468114,78.36725413799287,KONDAPUR twd Koti
ICTzJR7V,Kothaguda-Kondapur,Kothaguda-Kondapur,17.45862998131373,78.368176817894,KOTHAGUDA X ROAD  twd Koti
yIv2OeeO,Jayabheri,Jayabheri,17.458260258877786,78.37007883920154,JAYABHERI twd Koti
aXaG6whU,Hitex,Hitex,17.455114983912377,78.37811172521941,HITEX twd Koti
DeXR37jX,Hitech City (Cyber Towers),Hitech City (Cyber Towers),17.449950838909988,78.38257357983787,HITECH CITY twd Koti
NoZXEJpV,Image Hospital,Image Hospital,17.44395045305339,78.38722054563779,IMAGE HOSPITAL twd Koti
ZWRRdBlS,Madhapur Petrol Pump,Madhapur Petrol Pump,17.44141997386607,78.38989223005285,MADHAPUR Petrol Pump twd Koti
WAUCrxs7,Madhapur Police Station,Madhapur Police Station,17.438993871743982,78.39703739700711,MADHAPUR PS twd Koti
blCozfco,Cable Bridge,Cable Bridge,17.43563650295777,78.39453756809237,CABLE Bridge twd Ambedkar university
VWi0fX4e,Ambedkar Open University,Ambedkar Open University,17.434449081110078,78.39658145648214,DR BR AMBEDKAR UNIVERSITY twd Panjagutta
widmsCfp,Peddamma Temple,Peddamma Temple,17.427806596983867,78.40561589897946,PEDDAMMA TEMPLE twd Punjagutta
psb3CiV9,Road No 45,Road No 45,17.424878264855906,78.40943455696107,ROAD NO.45 twd Panjagutta
zZiA1d01,Journalist Colony,Journalist Colony,17.420993470731677,78.41128798306407,JOURNALIST Colony twd Film Nagar
smY2COrl,Apollo Hospital-Jublie Hills,Apollo Hospital-Jublie Hills,17.418275683166808,78.41346856577707,APOLLO Hospital twd Koti
zzgotOlz,Mla Colony,Mla Colony,17.414393,78.424366,MLA COLONY twd Punjagutta
zKZkeMs6,Vengal Rao Building Road No-12,Vengal Rao Building Road No-12,17.4120950483391,78.43205898657887,VENGALRAO Building twd Koti
Cbj5tbV5,Banjara Hills Kaman,Banjara Hills Kaman,17.409517056636123,78.4380161733233,BANJARA Hills Kaman twd Koti
pBAvhULW,Engine Bowli,Engine Bowli,17.335,78.469,ENGINE BOWLI twd Falaknama
k2YQHYFX,Falaknuma Railway Bridge,Falaknuma Railway Bridge,17.32804743173408,78.47433596660836,FALAKNUMA RLY BRIDGE twd Chandrayangutta
EZfYLnK0,Chandrayangutta,Chandrayangutta,17.326966847396267,78.47596272861315,CHANDRAYANGUTTA
G1fOvABq,Aliabad,Aliabad,17.347586514260335,78.47061306657456,ALIABAD twd Afzalgunj
YbD0Y8F3,Syed Ali Chabutra,Syed Ali Chabutra,17.347878499755325,78.47091884432233,SAYADHALI CHEBUTRAn twd Secunderabad
ooQLRJfM,Laldarwaza,Laldarwaza,17.351185,78.472519,LALDARWAZA twd Afzalgunj
IBt2GB6e,Lb Stadium,Lb Stadium,17.39869208,78.47431552,LB STADIUM twd Tank bund
hWGPbcMs,Basheer Bagh,Basheer Bagh,17.401842141557793,78.4757736325264,BASHEER BAGH twd Tankbund
owb0V3v4,Liberty,Liberty,17.40733719,78.47665574,LIBERTY twd Secunderabad
ujD3cAVQ,Boats Club,Boats Club,17.428673421485023,78.48874748041929,BOATS Club twd Secunderabad
stmCFGt3,Liberty,Liberty,17.406020389762293,78.47709730267526,LIBERTY twd Afzalgunj
sb6fKoWH,Basheer Bagh,Basheer Bagh,17.401598926473362,78.47589165052241,BASHEER Bagh twd Charminar
74a7Y5zO,Abids Gpo,Abids Gpo,17.387308905246528,78.47624838951177,ABIDS GPO twd Afzalgunj
Ij8M0H6H,Afzalgunj,Afzalgunj,17.37330715166882,78.47693240773341,AFZALGUNJ twd Charminar
8ACyyVNb,Darul Shifa,Darul Shifa,17.37326863565872,78.4829860900961,DARUL Shifa twd Charminar
gERyNnm3,Purani Haveli,Purani Haveli,17.367562,78.481414,PURANI Haveli twd Charminar
mM9oPo3P,Mir Chowk Police Statiom,Mir Chowk Police Statiom,17.3639334556944,78.4804517403245,MIR CHOWK POLICE STATION twd Falaknama
RFmZiqQA,Bibi Bazar,Bibi Bazar,17.358600249990594,78.47933025665446,BIBI BAZAR twd Charminar
gSARuvgj,Shahalibanda,Shahalibanda,17.354688620738173,78.47328719175977,SHALIBANDA twd Chandrayangutta
kCfLiJWN,Laldarwaza,Laldarwaza,17.351204,78.472682,LALDARWAZA twd Chandryangutta
75cs74mw,Aliabad,Aliabad,17.347453685490912,78.47057284541876,ALIABAD twd Chandryangutta
5bo1bbrm,Rethibowli,Rethibowli,17.394408,78.43122,RETHIBOWLI twd Uppal
LeH2BEeI,Gudi Malkapur X Roads,Gudi Malkapur X Roads,17.38727328328893,78.42977377847339,GUDIMALKAPUR X Road twd Aramghar
N5qUm2ju,Jyothi Nagar,Jyothi Nagar,17.382697788154786,78.42958463140629,JYOTHI Nagar twd Upl
UnXhYFnH,Attapur,Attapur,17.370238,78.42947,ATTAPUR twd twd Uppal
DsuY79Ab,Hyderguda X Road,Hyderguda X Road,17.363851535878503,78.4283008815172,HYDERGUDA twd Aramghar
fZp54Q46,Upperpally,Upperpally,17.3556778255234,78.4223488723185,UPPERPALLY X Road twd Shamshabad
6xxROlUL,Aramghar X Roads,Aramghar X Roads,17.321538419417156,78.43245572451137,ARAMGHAR twd Chandrayangutta
EhWvEilH,Durga Nagar,Durga Nagar,17.314632558937895,78.44482093957947,DURGANAGAR X Road twd Uppal
IErfLDms,Mailardevpally,Mailardevpally,17.316298905629687,78.44968915420817,MAILARDEVPALLY twd Uppal
qCwK5b48,Palle Cheruvu,Palle Cheruvu,17.315775952591306,78.45598697922499,PALLE CHERUVU twd Lb Nagar
SA0QTWBz,Bandlaguda,Bandlaguda,17.316728512170705,78.4662330310163,BANDLAGUDA twd Lb Nagar
5VXNBKMa,Hashamaba,Hashamaba,17.3222416985113,78.4684330382144,HASHAMABAD twd LB Nagar
cu6mRmR3,Chandrayangutta,Chandrayangutta,17.326837842961645,78.47647119928365,CHANDRAYANGUTTA twd Uppal
TzhOElvd,Dlrl,Dlrl,17.3290290715121,78.4825707895458,DLRL twd Uppal
jMbdev6Y,Phool Bagh,Phool Bagh,17.330196823765903,78.48577022760603,PHOOLBAGH twd Koti
VeCqKQnI,Hafiz Baba Nagar Hyd Bus Stop,Hafiz Baba Nagar Hyd Bus Stop,17.331978648031413,78.49034608211676,HAFIZ Baba Nagar twd Upl
cJeCRNPE,Drdl Gate Bus Stop,Drdl Gate Bus Stop,17.336944,78.496292,DRDL Gate twd Karmanghat
f251qAmF,Pisal Banda,Pisal Banda,17.3408743479249,78.5025040642768,PISALBANDA twd Uppal
t6jFs2vZ,Owaisi Hospital,Owaisi Hospital,17.34353632034257,78.50671813138709,OWAISI Hospital twd Uppal
xgj1wjWO,Champapet,Champapet,17.342417511196526,78.51589344427451,CHAMPAPET X Road twd Uppal
N2jyRLqT,Manda Mallama X Road,Manda Mallama X Road,17.3397375894995,78.52422050758308,MANDA MALLAMMA twd Uppal
sdwKwL7H,Gayatri Nagar X Road,Gayatri Nagar X Road,17.337745,78.531394,GAYATRI Nagar X Road twd Uppal
rCbqbiB4,Tkr Kaman,Tkr Kaman,17.3377092436284,78.53618484715689,TKR Kaman twd Uppal
ixaQ8kQB,Sagar X Road,Sagar X Road,17.342962859053923,78.54714722076598,SAGAR RING ROAD twd Uppal
hRpx46aJ,Uppal X Road,Uppal X Road,17.401261161081226,78.56007411298083,UPPAL X ROAD twd Secunderabad
4veeZf8l,Lb Nagar,Lb Nagar,17.345932737778206,78.55058848857881,LB Nagar twd IBP Dist Bus Stop
bL2YDx7l,Sagar X Road,Sagar X Road,17.34152301052674,78.54617826279625,SAGAR Ring Road twd Mehdipatnam
Ec33x1z9,Tkr Kaman,Tkr Kaman,17.33746810967469,78.53614009844824,TKR Kaman twd Mehdipatnam
JSxAzCo9,Gayatri Nagar X Road,Gayatri Nagar X Road,17.337499,78.531372,GAYATRI NAGAR X ROAD twd Mehdipatnam
wITcyOuZ,Manda Mallama X Road,Manda Mallama X Road,17.3396787022642,78.5235848240254,MANDA Mallamma twd Mehdipatnam
vBctYwrb,Champapet,Champapet,17.3422335753195,78.5155184187164,CHAMPAPET X Road twd Mehdipatnam
DmBjyR5X,Owaisi Hospital,Owaisi Hospital,17.34336101721788,78.5068846194131,OWAISI HOSPITAL twd Midhani
wxwf67W2,Midhani Bus Stop,Midhani Bus Stop,17.33995386996398,78.50379250947658,PISAL BANDA
IW2PYgMJ,Drdl Gate Bus Stop,Drdl Gate Bus Stop,17.33687699268252,78.49671766213868,DRDL Gate twd Hyderabad
0JAlzxpT,Hafiz Baba Nagar Hyd Bus Stop,Hafiz Baba Nagar Hyd Bus Stop,17.331896841146534,78.49041581767807,HAFIZ Baba Nagar twd Mehdipatnam
z5xmnEt6,Phool Bagh,Phool Bagh,17.330124560047942,78.48596337683179,PHOOLBAGH twd Mehdipatnam
XCkw4Nyw,Dlrl,Dlrl,17.32871884322,78.48272631526652,DLRL twd Mehdipatnam
XFtDDMjz,Chandrayangutta,Chandrayangutta,17.326594727260122,78.47650155065935,CHANDRAYANGUTTA twd Mehdipatnam
QQCGeB8G,Hashamaba,Hashamaba,17.3221181066863,78.46867650112489,HASHAMABAD twd Aramghar
CCbehcS7,Bandlaguda,Bandlaguda,17.316688758155205,78.46638858214433,BANDLAGUDA twd Aramghar
It0A5Z2C,Palle Cheruvu,Palle Cheruvu,17.315601828423915,78.45598697667556,PALLE CHERUVUtwd Aramghar
kD4VEJOZ,Mailardevpally,Mailardevpally,17.316097270810392,78.44940753362413,MAILARDEVPALLY twd Mehdipatnam
Pxmg1yJe,Durga Nagar,Durga Nagar,17.314699,78.443284,DURGANAGAR X Road twd Mehdipatnam
fsmqVQlp,Aramghar X Roads,Aramghar X Roads,17.32192393667301,78.43133613755046,ARAMGHAR twd Mehdipatnam
75l9xhCY,Shivarampally X Road,Shivarampally X Road,17.32705585568292,78.42534106232553,Aramghar twd mehadipatnam
GURjyKYg,Ws Colony,Ws Colony,17.332648837164182,78.42663623318683,WEAKER SECTION twd Mehdipatnam
3awNd1Nt,Dairy Farm,Dairy Farm,17.345952260049163,78.4157317129813,DAIRY Farm Upperpally twd Mehdipatnam
VRr55gta,Upperpally,Upperpally,17.356011771962,78.422264961366,UPPERPALLY X Road twd Mehdipatnam
N3JEm38W,Hyderguda X Road,Hyderguda X Road,17.36384063570592,78.4280893110761,HYDERGUDA twd Mehdipatnam
8M15jHYl,Attapur,Attapur,17.37022384972442,78.42919841408731,ATTAPUR twd Mehdipatnam
pDqOfr7l,Jyothi Nagar,Jyothi Nagar,17.3826904206909,78.4293640526899,JYOTHI Nagar twd Mp
mJ8ZuY6u,Gudi Malkapur X Roads,Gudi Malkapur X Roads,17.38815635753059,78.42959406341002,GUDIMALKAPUR X Road twd Mehdipatnam
I78eTakJ,Rethibowli,Rethibowli,17.395705935116727,78.43107462758023,RETHIBOWLI RING ROAD P&T COLONY twd Gachibowli
yH2yDVEE,Uppal X Road,Uppal X Road,17.402008609741326,78.55898384353196,UPPAL X Road twd Uppal
cmpj8N4O,Shivarampally X Road,Shivarampally X Road,17.328,78.435,SHIVARAMPALLY twd Hyderabad
9DCzryFF,Budvel,Budvel,17.333259172659325,78.40973496437074,BUDVEL twd RajendraNagar
eRLCw0uQ,Rajendranagar,Rajendranagar,17.321895746130043,78.40210138817937,RAJENDRA Nagar twd Himayatsagar
Swrd4aGR,Walanthari,Walanthari,17.322689518320953,78.38193118475793,WALANTHARI twd Appa
TTRoWOhD,Himayath Sagar,Himayath Sagar,17.325,78.374,HIMAYAT SAGAR twd Appa
YzXpLExW,Himayath Sagar,Himayath Sagar,17.339066095816307,78.36212041475459,HIMAYATH SAGAR twd Appa
dkc5ID9D,Nanakramguda,Nanakramguda,17.4194963486706,78.35486364598817,NANAKRAMGUDA twd Gachibowli
uQzCHgss,Gachibowli,Gachibowli,17.438216557066472,78.36350976588349,GACHIBOWLI ORR twd RGIA
g0u0kkLC,Engine Bowli,Engine Bowli,17.336612025624447,78.46490800422355,ENGINEBOWLY twd vattepally
Zys2ENKp,Vattepally,Vattepally,17.32829192056676,78.45689356327058,VATTEPALLY
QoNYX8Sl,Nice Hotel,Nice Hotel,17.329459921624395,78.45893662028932,NICE HOTEL twd Vattepally
aRmSZ2LE,Engine Bowli,Engine Bowli,17.33663375560675,78.46480072322562,ENGINEBOWLY twd Charminar
pF5CouKp,Falaknuma Govt Junior College,Falaknuma Govt Junior College,17.336699215485776,78.4745622894956,FALAKNUMA Govt Jr College
lNAmUGoE,Rajanna Bavi,Rajanna Bavi,17.339611460750714,78.47308874095178,RAJANNA BAVI twd Secunderabad
vQVCpqNd,Pool Bagh,Pool Bagh,17.342230718451862,78.47412407906742,POOLBAGH CHAMAN twd Laldarwaza
4VYDN7mJ,Laldarwaza,Laldarwaza,17.346654720587196,78.47533106803895,LALDARWAZA Temple twd Secunderabad
kB9s4Jmz,Badangpet,Badangpet,17.307128385203526,78.52540925145149,BADANGPET twd Nadergul
hZBKVjsb,Anjaneya Tower,Anjaneya Tower,17.29806175989218,78.53203833103181,ANJANEYA Tower twd Nadergul
0z8BG6dd,Rajivgruhakalpa Bus Stop,Rajivgruhakalpa Bus Stop,17.2976391,78.5388755,RAJIVGRUHAKALPA
M7DW5Tpp,Ysr Colony-Badangpet,Ysr Colony-Badangpet,17.308147832611184,78.53403698001169,YSR COLONY twd Almasguda
TslzbBQw,Almasguda,Almasguda,17.309065596571767,78.53316083550455,ALMASGUDA twd meerpet
ppL4QGQP,Almasguda,Almasguda,17.310589231622146,78.53144824504854,ALMASGUDA Pg College twd Koti
D9obVsYG,Prashanti Hills,Prashanti Hills,17.316646516315,78.5328295826912,PRASHANTI Hills twd Koti
92KqGdsB,Meerpet Swimming Pool,Meerpet Swimming Pool,17.319,78.53,MEERPET Swimming Pool twd Koti
vwCf7rKq,Meerpet X Road,Meerpet X Road,17.322919967852734,78.52780580520631,MEERPET X Road twd Koti
B9APHEc9,Lalitha Nagar X Road,Lalitha Nagar X Road,17.328,78.526,LALITHA Nagar X Road twd Koti
V9ncTDpC,Jillelguda,Jillelguda,17.330971436906893,78.52613613009454,JILLELGUDA twd Koti
YZekmFx4,Vijaya Durga Colony,Vijaya Durga Colony,17.33498103666882,78.526129424572,VIJAYA Durga Colony twd Koti
GHs498kd,Champapet Gandhi Statue,Champapet Gandhi Statue,17.34398181415885,78.51527461051433,CHAMPAPET Gandhi Statue twd Koti
TLBNahRH,Champapet,Champapet,17.348647,78.515104,CHAMPAPET twd IS Sadan
IpF2dQbE,Is Sadan,Is Sadan,17.35287275653181,78.50644268209874,IS SADAN twd Koti
OzFQNaP8,Saidabad,Saidabad,17.359475849958468,78.50470663437397,SAIDABAD twd MGBS
eY4zmGfJ,Government Press,Government Press,17.367428367617336,78.50163817433152,GOVERNMENT PRINTING PRESS twd Koti
MjoFz8zE,Malakpet Government Hospital Twd Koti,Malakpet Government Hospital Twd Koti,17.37210919790516,78.4995460510254,MALAKPET Government Hospital twd Koti
xtzkxEUT,Malakpet Sohail Hotel Twd Is Sadan,Malakpet Sohail Hotel Twd Is Sadan,17.372505976109327,78.49951386451723,MALAKPET Sohail Hotel twd Is Sadan
7oIAeAfF,Government Press,Government Press,17.367,78.502,GOVT PRESS  twd Is Sadan
WRsBNOCI,Saidabad,Saidabad,17.359332482456132,78.5048299879303,SAIDABAD twd Is Sadan
vGnPbg9e,Madannapet,Madannapet,17.357750372602677,78.5053503397802,MADANAPET twd IS Sadan
4A3CZW2t,Is Sadan,Is Sadan,17.351816030981983,78.50786353084057,IS SADAN twd Ibrahimpatnam
DSO5i9r7,Champapet,Champapet,17.348344456478454,78.51519405841829,CHAMPAPET twd Meerpet
X8rP02Ro,Champapet Gandhi Statue,Champapet Gandhi Statue,17.34404840046499,78.51538449525835,CHAMPAPET Gandhi Statue twd Almasguda
a3Ae6WDL,Manda Mallama X Rds,Manda Mallama X Rds,17.33951157417344,78.52383479475976,MANDAMALLAM twd Meerpet
VVuX0LgA,Vijaya Durga Colony,Vijaya Durga Colony,17.33503608484284,78.52611064910889,VIJAYA Durga Colony twd Almasguda
wLNmT0QU,Jillelguda,Jillelguda,17.330980398434406,78.52611869573595,JILLELGUDA twd Almasguda
iJmimelJ,Lalitha Nagar X Road,Lalitha Nagar X Road,17.328,78.526,LALITHA Nagar X Road twd Almasguda
TNvCkTcg,Meerpet X Road,Meerpet X Road,17.322937891693087,78.52786749601364,MEERPET X Road twd Almasguda
t1fX3E3u,Meerpet Swimming Pool,Meerpet Swimming Pool,17.319755102340114,78.52959215641022,MEERPET Swimming Pool twd Almasguda
Zb9gKbSu,Prashanti Hills,Prashanti Hills,17.316485196165022,78.53283226490022,PRASHANTI HILLS twd Almasguda
luW1T9nr,Almasguda,Almasguda,17.309955427918624,78.53149387200695,ALMASGUDA Pg College twd Almasguda
fft1QFpt,Almasguda,Almasguda,17.30905279286237,78.53320375084878,ALMASGUDA twd Rageevgruhakalpa
sdB2PJWH,Ysr Colony-Badangpet,Ysr Colony-Badangpet,17.308214408487217,78.53403429329065,YSR COLONY twd Rajivgruhakalpa
MkmJffCr,Sagar X Road,Sagar X Road,17.340736,78.548133,SAGAR Ring Road twd Devarkonda
MNGipNAN,Hastinapur,Hastinapur,17.32890508244439,78.5546265599295,HASTINAPUR twd Ibrahimpatnam
v7PTHC52,Bn Reddy Nagar,Bn Reddy Nagar,17.319952245526586,78.56061461635161,BN Reddy twd Ibrahimpatnam
GN2hoK0u,Gurram Guda X Road,Gurram Guda X Road,17.30458041748832,78.57089281673369,GURRAMGUDA X Road twd Ibrahimpatnam
LGG5JFs6,Injapur X Roads,Injapur X Roads,17.2987555934125,78.5829569477913,INJAPUR twd Ibrahimpatnam
Z6QHCsDT,Turkayamjal,Turkayamjal,17.272836612960912,78.5890915989876,TURKYAMJAL twd Ibrahimpatnam
jKR8nPF7,Ragannaguda,Ragannaguda,17.26204309000403,78.58610630035402,RAGANNAGUDA twd Ibrahimpatnam
KVmOms9E,Manneguda X Road,Manneguda X Road,17.2552163618687,78.5857859549052,MANNEGUDA X ROAD twd Ibrahimpatnam
cdasbxjl,Bongloor X Road,Bongloor X Road,17.231374,78.58928,BONGLOOR X ROAD twd Devarkonda
tb7RUzaa,Koheda X Road,Koheda X Road,17.219736826463507,78.60009683461507,KOHEDA X ROAD twd Ibrahimpatnam
A1q2izKE,Mangalpally X Road,Mangalpally X Road,17.2150013751192,78.6053006915175,MANGALPALLY X Road twd Ibrahimpatnam
DHA8B4mY,Sheriguda -Ibp,Sheriguda -Ibp,17.208482,78.61978,SHERIGUDA
Nm7fwnQL,Uppariguda X Road,Uppariguda X Road,17.2052610691642,78.6199453264384,UPPARIGUDA X Road twd Ibrahimpatnam
XwupUlwk,Ibrahimpatnam,Ibrahimpatnam,17.1914372027429,78.6476646736264,IBRAHIMPATNAM Bus Station
xOawOv0d,Khanapur X Road,Khanapur X Road,17.175229699047627,78.65458846490243,KANAPUR X Road twd Ibrahimpatnam
LGaCmjm6,Gnit,Gnit,17.16263163687153,78.66054027977022,GURUNANAK INSTITUE OF TECHNOLOGY twd Mall
Vy4phlJE,Gnit,Gnit,17.161952466495475,78.66083265315504,GURUNANAK INSTITUE OF TECHNOLOGY twd Ibrahimpatnam
t8yMVHEy,Uppariguda X Road,Uppariguda X Road,17.2052412122423,78.6196844816119,UPPARIGUDA X ROAD  twd MGBS
V5RBnbfT,Sheriguda -Ibp,Sheriguda -Ibp,17.208683,78.619542,SHERIGUDA twd Hyderabad
y1F1cZC3,Mangalpally X Road,Mangalpally X Road,17.214889547059556,78.605139269899,MANGALPALLY X Road twd MGBS
b9waiyQ0,Koheda X Road,Koheda X Road,17.21984068995129,78.5994325357924,KOHEDA X Road twd Mgbs
X8CaE3i1,Bongloor X Road,Bongloor X Road,17.231567,78.588984,BONGLOOR X ROAD twd Hyderabad
1s7LOTOC,Manneguda X Road,Manneguda X Road,17.2552528631065,78.5856411156192,MANNEGUDA X Road twd Yamjal
lNLj4zN4,Ragannaguda,Ragannaguda,17.262394000903527,78.58596682548524,RAGANNAGUDA twd JBS
ZGt2Dmoa,Brahmanapally X Roads,Brahmanapally X Roads,17.266848306704667,78.58890787723841,BRAHMANPALLY X ROAD twd Hyderabad
pxpLADcq,Turkayamjal,Turkayamjal,17.273584378472464,78.58874559402467,TURKYAMJAL twd MGBS
gt0N9y5A,Injapur X Roads,Injapur X Roads,17.298892336755,78.5824224037872,INJAPUR  twd MGBS
A4Xl5Xo2,Gurram Guda X Road,Gurram Guda X Road,17.30452405811987,78.57042068427783,GURRAMGUDA X ROAD twd LB Nagar
